116.303382,39.90862
116.802076,40.335921
116.80757,40.36275
116.839759,40.37141
117.105753,40.140551
117.116736,40.150102
116.838515,40.373079
116.00295,40.357595
115.976991,40.4604
116.660419,39.880834
116.646219,40.131974
116.571328,39.732882
116.399225,39.914004
116.402134,40.072421
116.326069,39.736921
116.431353,39.883686
116.333261,39.722602
116.386809,39.893859
116.428843,39.882607
116.37813,39.899315
116.642411,40.128549
116.380121,39.850189
116.396633,39.80262
116.413682,39.895579
116.400665,39.836813
116.397813,39.856091
116.23671,40.22056
116.466017,39.909074
116.46601,39.909445
116.412055,40.102903
116.488319,39.914219
116.396891,39.863805
116.390725,39.8542
116.415339,40.061477
116.466015,39.90898
116.488809,39.914227
116.456256,39.883564
116.454457,39.909032
116.375586,39.848709
116.454797,39.861378
116.455329,39.861519
116.455377,39.861445
116.351354,39.886888
116.385098,40.176604
116.449816,39.884196
116.425069,39.860668
116.206765,39.907003
116.258305,39.891574
116.41309,39.864235
116.470585,39.905915
116.235389,40.220205
116.401296,40.056599
116.258805,39.915983
116.209629,39.898201
116.450749,39.870331
116.294431,39.911546
116.305756,39.875854
116.350685,39.887164
116.457552,39.905371
116.358101,39.889752
116.255686,39.916539
116.347324,39.875919
116.469232,39.906319
116.354877,39.848764
116.359982,39.888252
116.302741,39.862241
116.305879,39.874911
116.301892,39.96476
116.303392,39.908117
116.355459,39.910889
116.280242,39.849939
116.360631,39.895424
116.356984,39.867041
116.34298,39.956933
116.292436,39.960603
116.374268,39.848531
116.357279,39.908479
116.359617,39.87109
116.330885,39.94514
116.36826,39.933753
116.347209,39.92088
116.374065,39.838554
116.317322,39.892327
116.34672,39.923032
116.356108,39.897246
116.307014,39.985002
116.343132,39.938757
116.382119,39.934085
116.40575,39.955582
116.394087,39.97
116.395274,39.972132
116.293128,39.944396
116.326387,39.950425
116.326148,39.949644
116.400844,39.954071
116.327126,39.990973
116.352083,39.936769
116.378457,39.933391
116.329189,39.956951
116.451562,39.951702
116.449492,39.947631
116.402464,39.929157
116.392583,39.950213
116.404759,39.924369
116.419092,39.963157
116.495656,39.923724
116.381766,39.953419
116.445819,39.923559
116.41147,39.984439
116.41044,39.985683
116.40066,39.949926
116.406281,39.996897
116.452363,39.926977
116.402142,39.95959
116.443315,39.925439
116.402402,39.931694
116.276264,39.867653
116.460813,39.959901
116.401391,39.955569
116.313486,39.932767
116.421095,39.923336
116.398896,39.963913
116.45274,39.987548
116.404648,39.967993
116.415652,39.988963
116.411149,39.93107
116.430543,39.935177
116.397611,39.848769
116.461365,39.956828
116.417676,39.985061
116.311545,39.87554
116.410173,39.937691
116.429184,39.967669
116.423654,39.903213
116.37794,39.88498
116.224404,39.850594
116.415473,39.968183
116.406524,39.999599
116.453472,39.866535
116.427221,39.864831
116.439971,39.955216
116.444518,39.881143
116.429124,39.882623
116.30884,39.932167
116.352784,39.906729
116.401103,39.949941
116.301943,39.922373
116.410967,39.924354
116.422629,39.856517
116.456048,39.884097
116.367303,39.916052
116.348546,39.953406
116.425422,39.958411
116.323059,39.900857
116.4323,39.923265
116.278782,39.866651
116.295806,39.910633
116.294925,39.943837
116.444593,39.933432
116.366692,39.938521
116.368131,39.907744
116.356567,39.876585
116.396738,39.850396
116.335068,39.937576
116.323031,39.904288
116.348198,39.869328
116.417594,39.990589
116.34724,39.922759
116.347673,39.930616
116.247302,39.907267
116.41083,39.900779
116.456096,39.945329
116.45645,39.869763
116.301489,39.888406
116.406958,39.864004
116.549393,39.758964
116.136001,39.733641
116.327859,39.991136
116.409428,39.917145
116.474153,39.927035
116.402272,39.855224
116.363839,39.978625
115.978512,39.700793
116.422063,39.83866
116.414628,40.04058
116.341855,39.975391
116.319251,39.974141
116.410505,40.061286
116.438745,39.959347
116.300967,39.974651
116.326351,40.081539
116.305093,39.984956
116.360931,39.992127
116.363685,39.983459
116.346854,40.001383
116.224141,39.90285
116.339156,39.730713
116.283882,39.957983
116.469592,39.912039
116.300728,39.982659
116.298857,39.942408
116.500334,39.872899
116.189525,39.909849
116.196929,39.921381
116.319182,39.943995
116.226164,39.847242
116.185701,39.905208
116.312598,39.953595
116.415851,39.864384
116.247341,39.907129
116.281469,39.837187
116.176034,39.906812
116.354154,39.848648
116.233487,40.218981
116.222964,40.2227
116.58559,40.060181
116.130076,39.72878
116.472838,39.796489
115.962885,40.362366
116.295161,40.053581
116.474275,39.800068
116.226338,40.210985
116.348127,40.060655
116.238251,40.212971
116.316238,40.078474
116.542071,39.915132
116.196561,39.926639
116.556907,39.916491
116.360927,39.867857
116.528374,39.834662
116.258283,39.8939
116.34323,40.038783
116.269543,40.028121
115.955484,39.725789
116.298924,39.983411
116.301827,39.982765
116.337959,39.960514
116.252202,39.928327
116.230881,40.084403
116.305889,39.978874
116.346303,39.940028
116.333441,39.963052
116.298729,39.986505
116.298648,39.987548
116.29867,39.986956
116.310421,39.986218
116.329108,39.995658
116.339737,39.935762
116.271215,39.947072
116.30824,39.978623
116.345329,39.930692
116.323065,39.964952
116.321396,39.957701
116.256229,39.928157
116.282177,39.907792
116.294981,39.925085
116.328653,39.995216
116.304142,39.94984
116.349357,39.980365
116.321962,39.980974
116.364932,39.952541
116.367106,39.929666
116.335226,39.936207
116.358743,39.965978
116.258232,39.888969
116.305352,39.94253
116.194167,39.926623
116.358037,39.972571
116.359705,39.971222
116.359552,39.992625
116.314329,39.975558
116.295637,40.053738
116.272539,39.821778
116.328368,39.980698
116.31222,39.971943
116.295634,40.053738
116.310962,39.967624
116.364167,39.967484
116.295801,39.911104
116.308765,39.98095
116.330783,39.977589
116.359052,39.84381
116.183148,39.910481
116.297044,39.912145
116.306765,39.819782
116.300784,40.035916
116.264468,39.880072
116.304681,39.877061
116.287495,39.855957
116.278751,40.03217
116.316145,40.078653
116.316838,39.896119
116.310314,39.924646
116.303368,39.90833
116.29118,40.078469
116.302853,40.035404
116.331435,40.053143
116.277836,39.836507
116.310068,40.077447
116.292769,39.86553
116.328804,40.037474
116.299833,39.856436
116.335798,39.835789
116.179783,39.909509
116.297858,39.868191
116.311177,39.757112
116.316618,39.89552
116.313278,40.068328
116.36809,39.91083
116.315716,39.839413
116.413682,40.031043
116.522721,39.915491
116.461796,40.009072
116.497457,39.913843
116.409958,40.001835
116.412903,39.895361
116.474079,39.800793
116.369627,40.000109
116.436906,39.921454
116.604815,39.738868
116.403415,39.909225
116.409673,40.039332
116.545743,39.908603
116.436803,39.921719
116.41491,39.910286
116.391806,39.89546
116.45727,39.90538
116.403151,39.928486
116.370176,39.849455
116.453703,39.896488
116.370051,39.909409
116.449681,39.911935
116.394792,39.939258
116.449773,39.879847
116.413267,39.856161
116.360109,40.000279
116.440733,39.905758
116.558265,39.91517
116.325725,39.925563
116.310342,39.924779
116.30359,39.931655
116.466463,39.905164
116.437319,39.90492
116.379715,39.846196
116.42148,39.905625
116.421465,39.905472
116.41925,39.902789
116.481968,39.918144
116.391776,39.895937
116.434995,39.925363
116.386246,39.855268
116.39014,39.843801
116.37925,39.962894
116.434182,39.921259
116.557981,39.915189
116.435189,39.904415
116.425041,39.977937
116.417272,39.979395
116.454028,39.954486
116.419932,40.041008
116.374412,39.956382
116.426587,39.957472
116.418229,39.972826
116.444622,39.917447
116.489031,39.970848
116.389377,39.894263
116.458146,39.953031
116.414545,39.947306
116.445514,39.917854
116.584934,39.91666
116.402079,39.939256
116.232756,39.83585
116.368114,39.910083
116.19732,39.991271
116.299937,39.981687
116.325684,39.883061
116.214436,39.904858
116.367294,39.909443
116.325444,39.883042
116.344164,39.998746
116.362471,39.901247
116.299734,39.935066
116.296225,39.90545
116.317605,39.932969
116.332315,39.936125
116.331217,40.033131
116.302534,39.931935
